,PRBodySize,CommitSize,No_of_Files_Changed,socialDistance,No_of_Comments,timeSpentOnPR,repositoryAge,No_of_collaborators,No_of_Stars,No_of_Watchers,No_of_OpenIssues,No_of_followers_Submitter,submitterStatus,pullrequestDecision
443,0,5,2,0,0,16,352,6,19,19,6,15,1,1
444,52,68,7,0,0,0,2155,30,79,79,22,30,1,1
445,28,723,58,0,0,0,1837,23,71,71,20,25,1,1
446,39,5,2,0,0,0,589,12,19,19,5,30,1,1
447,38,5,1,0,0,16,352,6,19,19,5,15,1,1
448,14,5,1,0,4,5,929,30,210,210,145,-1,0,1
449,0,2633,68,0,62,2,178,8,7,7,19,0,0,1
450,352,10,1,0,12,2,1351,30,4875,4875,1054,30,0,1
451,545,154,4,0,0,0,101,30,4,4,8,30,1,1
452,305,6,2,0,1,0,903,30,150,150,19,29,0,1
453,129,11,1,0,0,0,683,9,26,26,3,10,1,1
454,591,76,5,0,0,0,1690,9,12,12,4,30,1,1
455,591,84,9,0,0,0,281,30,16,16,4,30,0,1
456,222,2,1,0,0,0,43,30,22,22,5,0,0,1
457,11,42,3,0,1,0,1370,30,414,414,649,30,1,1
458,93,16,8,0,0,2,951,30,12,12,35,30,1,1
459,0,212,13,0,1,0,89,4,15,15,12,30,1,1
460,227,104,3,0,0,0,588,1,4,4,3,-1,0,1
461,12,2,1,-1,0,0,1035,30,5654,5654,217,-1,0,1
462,1305,4,1,0,1,2,367,8,25,25,3,1,0,1
463,48,719,12,0,0,5,186,3,49,49,4,0,0,1
464,93,1197,3,0,2,310,506,30,510,510,140,30,0,0
465,52,15,1,0,9,20,1068,30,107,107,27,1,0,0
466,281,66,2,0,0,0,801,30,474,474,57,0,0,1
467,54,2,1,0,1,0,208,30,1643,1643,26,30,1,1
468,73,2,1,0,0,1,207,30,1643,1643,25,30,1,1
469,101,10,1,0,0,5,554,10,8,8,5,1,1,1
470,0,6,1,0,0,0,1057,30,140,140,10,-1,0,1
471,254,4,2,0,0,0,828,2,217,217,8,30,0,1
472,0,51,3,0,1,0,891,30,692,692,21,30,1,1
473,234,21,1,0,5,44,785,30,71,71,45,6,1,1
474,33,2,1,-1,0,0,1035,30,5654,5654,215,30,1,1
475,0,6,1,0,1,0,930,30,330,330,30,10,1,1
476,205,4,1,0,0,0,2426,30,1063,1063,16,0,0,1
477,405,28,3,0,0,0,2427,30,1063,1063,15,2,1,1
478,119,39,1,0,0,0,355,12,8,8,4,30,1,1
479,23,4,1,0,0,0,356,12,8,8,3,30,1,1
480,0,2,2,0,1,2,1612,30,2719,2719,64,30,1,1
481,0,1,1,0,0,0,356,12,8,8,2,30,1,1
482,112,343,6,0,2,0,288,30,37,37,12,1,1,1
483,397,6,1,0,9,91,1522,18,88,88,11,17,1,0
484,389,612,10,0,0,0,1614,18,88,88,11,14,1,1
485,69,2,2,0,8,44,1569,30,2719,2719,63,8,0,0
486,362,5,1,0,2,19,2020,30,586,586,58,8,1,1
487,32,151,137,-1,0,0,1035,30,5654,5654,214,30,1,1
488,168,5,1,0,0,2,443,30,31,31,25,30,0,1
489,224,416,5,0,1,47,483,30,7,7,16,2,1,0
490,493,13,6,0,0,0,445,30,31,31,24,30,1,1
491,102,99,4,0,1,2,1031,-1,92,92,14,5,0,0
492,69,52,3,0,0,0,535,30,46,46,26,30,1,0
493,73,0,1,0,0,0,35,30,7,7,5,26,0,1
494,1129,2710,101,0,0,0,1461,30,3583,3583,233,0,0,0
495,0,4,1,0,0,0,152,24,1655,1655,33,30,0,1
496,142,70,1,0,1,0,1445,30,4297,4297,281,30,1,1
497,736,304,13,0,11,2,826,30,558,558,773,19,1,1
498,902,218,5,0,19,1,827,30,558,558,772,8,1,1
499,1148,36,3,0,15,1,827,30,558,558,771,2,0,1
500,511,202,8,0,2,0,828,30,558,558,768,19,1,1
501,339,515,11,0,2,0,828,30,558,558,768,8,1,1
502,0,570,10,0,0,0,535,30,46,46,25,15,0,0
503,151,2181,36,0,1,0,296,30,8,8,16,2,0,1
504,0,1,1,0,1,0,115,30,68,68,2,-1,0,1
505,0,2,1,0,0,0,1507,30,4944,4944,554,7,1,1
506,0,33286,25,0,0,0,131,22,14,14,11,30,1,1
507,400,197,14,0,3,0,1207,30,638,638,243,30,1,1
508,329,40,1,0,1,97,1121,30,34,34,33,22,1,1
509,321,36,6,0,2,0,1207,30,638,638,242,30,0,1
510,188,903,10,0,1,5,771,23,28,28,85,15,1,1
511,136,10565,2,0,0,0,102,30,4,4,8,30,1,1
512,0,25,1,0,1,0,1507,30,4944,4944,553,0,0,1
513,787,19,1,-1,12,6,1028,30,5654,5654,213,10,0,0
514,22,105,1,0,2,36,298,-1,709,709,35,30,0,1
515,715,851,45,0,3,0,1449,30,890,890,92,30,1,1
516,27,29,1,0,0,1,364,-1,26,26,4,30,0,1
517,13,7,2,0,1,37,1470,30,4944,4944,552,5,0,0
518,3,82,1,0,0,0,363,20,15,15,4,20,1,1
519,0,9,1,0,0,0,235,21,388,388,152,30,1,1
520,242,16,3,0,7,5,1215,30,150,150,29,7,1,1
521,266,4910,2,0,3,0,1353,30,4875,4875,1056,30,1,1
522,0,8,2,0,1,0,723,29,1012,1012,26,30,1,1
523,191,3,2,0,0,0,693,6,8,8,17,30,1,1
524,76,286,14,0,2,0,92,30,44,44,51,30,1,1
525,105,2,1,0,2,2,879,25,221,221,10,30,0,1
526,130,13,3,0,2,0,296,30,8,8,15,0,1,1
527,0,58,3,0,2,0,296,30,8,8,14,0,1,1
528,0,581,13,0,0,5,19,25,8,8,106,2,1,1
529,254,28,1,0,2,0,2266,30,17955,17955,77,30,0,1
530,139,11,1,0,0,0,648,4,7,7,6,30,0,1
531,220,4,1,0,3,0,829,30,558,558,769,30,1,1
532,381,91,2,0,1,0,829,30,558,558,769,-1,0,1
533,40,4,1,0,0,0,134,30,135,135,31,4,0,1
534,0,11,2,0,0,0,152,24,1656,1656,33,30,0,1
535,199,7896,78,0,0,0,1134,3,108,108,12,25,1,1
536,44,2,1,0,0,0,1319,30,12257,12257,233,30,0,1
537,0,48,14,0,4,0,2054,30,20830,20830,241,30,1,0
538,588,7495,9,0,2,0,6,2,27,27,1,-1,0,0
539,0,269,1,0,0,0,906,30,95,95,59,0,1,1
540,0,82,1,0,0,4,903,30,95,95,58,0,1,1
541,93,149,3,0,9,5,1055,30,99,99,142,0,1,0
542,181,8,2,0,5,0,130,30,98,98,12,30,0,1
543,492,118,3,0,3,1,299,30,79,79,4,30,1,1
544,0,32,7,0,1,0,194,2,47,47,14,8,1,1
545,0,4,2,0,0,0,507,30,408,408,27,2,0,1
546,202,2,1,0,0,1,1312,30,15126,15126,23,30,0,1
547,52,16,1,0,0,1,730,30,345,345,11,30,1,1
548,293,5,2,0,0,0,346,19,11,11,6,30,1,1
549,331,51,6,0,0,410,707,15,182,182,15,30,0,0
550,0,76,3,0,1,0,337,30,15,15,184,11,1,1
551,17,243,2,0,5,1,10,1,14,14,5,30,0,1
552,378,23,2,0,5,10,819,30,71,71,44,6,1,1
553,16,3,1,0,1,0,1460,30,3583,3583,232,30,0,1
554,16,2,1,0,1,0,1460,30,3583,3583,231,30,0,1
555,56,6,1,0,0,0,1460,30,3583,3583,230,30,1,1
556,58,176,9,0,7,0,29,2,5,5,8,1,0,1
557,0,98,3,0,8,0,2155,30,79,79,22,30,1,1
558,0,2,1,0,0,0,92,30,44,44,51,30,1,1
559,72,12,1,0,0,0,91,30,44,44,50,30,1,1
560,0,2,1,0,0,0,1284,30,234,234,167,20,1,1
561,136,222,9,0,1,0,296,30,8,8,14,2,0,1
562,0,34,3,0,2,4,1305,30,1275,1275,61,30,1,1
563,63,2,1,0,1,0,194,2,47,47,14,8,1,1
564,338,1714,40,0,2,2,162,28,170,170,36,30,1,1
565,3773,461,5,0,0,0,1270,8,12,12,0,19,1,1
566,76,6,1,0,1,0,1155,30,175,175,118,0,0,1
567,235,20,6,0,1,0,410,30,411,411,15,30,1,0
568,115,8,1,0,0,0,410,30,411,411,14,28,1,1
569,68,2676,327,0,2,0,1662,30,8258,8258,2314,30,0,1
570,350,8,3,0,1,0,261,18,8,8,7,6,1,1
571,491,155,13,0,0,1,172,21,1520,1520,8,29,1,1
572,0,96,5,0,3,4,984,30,78,78,22,20,1,1
573,0,738,5,0,0,3,448,13,11,11,4,0,1,1
574,0,53,8,0,0,0,102,30,4,4,8,30,1,1
575,67,2,1,0,0,0,791,30,1257,1257,17,26,1,1
576,0,8,1,0,0,0,1011,9,3,3,9,30,1,1
577,323,15,1,0,5,48,108,30,6007,6007,10,30,0,1
578,54,2,1,0,0,0,1354,30,4875,4875,1058,30,0,1
579,619,110,1,0,2,43,113,30,6007,6007,9,30,0,1
580,117,21,1,0,1,0,688,16,264,264,17,30,1,1
581,578,1199,27,0,1,1,760,7,21,21,16,30,1,1
582,129,30,2,0,1,0,495,25,225,225,55,30,1,1
583,0,25,1,0,0,0,1436,30,114,114,124,2,1,1
584,224,628,8,0,0,11,1062,30,19,19,7,4,1,1
585,130,5,1,0,2,27,1094,30,4595,4595,126,1,0,1
586,328,2678,20,0,0,0,226,18,15,15,9,30,1,1
587,73,18,3,0,1,0,1155,30,175,175,116,0,1,1
588,0,4,2,0,0,1,1630,30,1498,1498,29,30,1,1
589,472,284,2,0,2,58,98,30,6007,6007,7,28,0,0
590,0,2,1,0,0,21,135,30,6007,6007,6,27,0,1
591,0,2,1,0,1,2,154,30,6007,6007,5,30,0,0
592,105,35,1,0,0,0,143,30,82,82,41,17,1,1
593,0,4,1,0,0,0,944,30,466,466,501,30,0,1
594,0,943,23,0,0,0,349,30,712,712,31,9,0,1
595,178,16,6,0,0,0,1506,30,1097,1097,363,28,1,1
596,31,8,1,0,0,0,524,30,70,70,7,3,0,0
597,0,28,1,0,0,93,430,30,70,70,6,30,0,1
598,133,16,1,0,0,5,151,30,6007,6007,4,2,0,1
599,0,8,2,0,0,0,1763,30,506,506,8,30,1,1
600,97,14,1,0,0,0,553,11,55,55,7,30,1,1
601,0,8,1,0,0,0,770,29,53,53,21,25,1,1
602,0,19,2,0,2,0,102,30,8,8,35,30,1,1
603,36,180,102,0,0,0,884,30,5263,5263,5,10,1,1
604,0,4,1,0,0,0,1266,-1,39,39,43,25,0,1
605,0,6,1,0,0,0,1266,-1,39,39,42,25,0,1
606,38,528,61,0,1,0,932,30,1517,1517,79,5,1,1
607,0,2,1,0,0,0,7,29,45,45,0,30,1,1
608,11,2,1,0,0,0,989,30,2916,2916,120,30,1,1
609,251,9,1,0,1,0,465,30,71,71,2,3,0,1
610,399,20,1,0,3,205,1572,30,11612,11612,208,4,0,0
611,933,4,1,0,1,0,649,16,420,420,30,30,1,0
612,242,40,1,0,1,9,1993,30,4255,4255,20,30,0,0
613,668,1,1,0,0,50,599,16,420,420,29,30,0,0
614,148,20,4,0,0,0,49,30,196,196,5,30,1,1
615,318,2,1,0,1,3,411,30,10,10,10,8,0,0
616,1143,6,3,0,1,0,49,30,196,196,4,21,0,0
617,1056,54,1,0,3,513,1264,30,11612,11612,207,19,0,0
618,508,57,4,0,5,0,1449,30,890,890,92,30,1,1
619,28,14,5,0,0,2,1013,30,23,23,61,0,1,1
620,313,24,3,0,23,332,1446,30,11612,11612,206,30,0,0
621,0,337,32,0,1,0,92,30,44,44,49,30,1,1
622,65,78,1,0,1,0,1179,30,3626,3626,10,30,0,0
623,105,34,1,0,0,1,116,30,692,692,14,30,1,0
624,154,106,19,0,1,0,599,30,86,86,8,10,1,0
625,0,105,22,0,0,0,599,30,86,86,7,-1,0,1
626,290,71,5,0,1,0,516,30,369,369,24,30,1,1
627,949,104,7,0,2,0,516,30,369,369,21,30,1,1
628,0,3,1,0,0,0,7,29,45,45,0,30,1,1
629,0,2,1,0,2,19,444,26,45,45,38,16,1,1
630,303,7,1,0,0,0,1353,30,4875,4875,1056,30,0,1
631,0,6,1,0,1,41,572,11,791,791,92,21,0,0
632,88,13,1,0,8,8,150,30,1698,1698,21,9,1,1
633,0,305,84,0,0,0,599,30,87,87,12,26,1,1
634,55,4,1,0,1,0,613,11,791,791,91,12,0,0
635,0,541,8,0,17,3,115,30,692,692,13,-1,0,0
636,0,547,20,0,0,0,255,10,3,3,7,2,1,1
637,271,9,1,0,0,4,1590,30,160,160,12,30,1,1
638,245,8,1,0,0,31,1563,30,160,160,11,9,1,1
639,247,155,7,0,0,18,746,8,91,91,6,19,1,1
640,9051,2,1,0,10,31,1003,-1,92,92,13,30,0,0
641,321,96,8,0,1,0,567,30,123,123,12,30,1,1
642,12,5,1,0,0,3,1843,30,233,233,34,30,1,1
643,0,2,1,0,2,0,1183,30,4380,4380,54,30,0,1
644,294,38,6,0,0,13,145,30,1698,1698,20,0,0,1
645,77,332,6,0,4,1,117,30,692,692,12,-1,0,0
646,0,18,3,0,0,0,904,30,73,73,20,30,1,1
647,609,2,1,0,0,4,992,30,107,107,173,30,1,1
648,89,59,6,0,0,0,235,21,388,388,152,16,1,1
649,32,24,2,0,0,0,297,30,8,8,14,2,0,1
650,0,308,47,0,1,0,394,30,142,142,7,5,1,1
651,0,3,1,0,0,15,144,30,1698,1698,19,0,0,1
652,9,37,3,0,0,0,140,4,5,5,10,30,1,1
653,599,5280,158,0,6,6,185,30,224,224,130,30,1,1
654,0,1,1,0,1,0,173,30,19,19,24,4,0,1
655,151,382,4,0,5,1,116,30,692,692,11,30,1,0
656,369,8,1,0,3,1,1352,30,4875,4875,1055,30,1,1
657,0,15,4,0,0,0,264,11,6,6,48,30,1,1
658,117,158,2,0,0,19,140,30,1698,1698,17,30,1,1
659,130,18,1,0,0,19,140,30,1698,1698,15,30,1,1
660,0,11,2,0,7,19,140,30,1698,1698,15,30,1,1
661,0,0,2,0,0,19,140,30,1698,1698,15,30,1,1
662,21,12,1,0,1,0,221,29,24,24,3,0,1,1
663,0,4,1,0,0,19,140,30,1698,1698,14,30,1,1
664,33,122,1,0,7,17,104,30,32,32,2,30,0,0
665,0,21,1,0,0,2,1463,30,139,139,15,1,1,1
666,211,2,2,0,4,45,1320,30,428,428,75,0,0,0
667,109,4,1,0,0,68,1117,10,68,68,7,30,1,1
668,106,1,1,0,0,0,793,30,1376,1376,549,7,1,1
669,298,71,2,0,1,0,793,30,1376,1376,548,30,1,1
670,0,20,5,0,1,23,869,30,56,56,19,-1,0,0
671,108,20,4,0,0,0,578,30,145,145,8,30,1,1
672,56,8,2,0,0,0,895,30,776,776,30,30,1,1
673,0,4,1,0,3,4,847,30,496,496,27,30,1,1
674,464,140,7,0,11,2,136,30,2618,2618,51,30,1,1
675,104,4,1,0,1,29,1336,30,428,428,74,15,0,0
676,103,4,1,0,0,75,817,30,56,56,18,1,0,1
677,0,309,9,-1,8,0,893,30,3008,3008,55,30,1,1
678,110,3,1,0,0,1,264,17,11,11,2,30,1,1
679,46,2,1,0,1,4,1361,30,428,428,73,30,0,0
680,343,77,8,0,1,1,139,4,5,5,8,30,1,1
681,179,2,1,0,1,0,1186,10,68,68,6,30,1,1
682,0,2,1,0,0,0,1186,10,68,68,5,30,1,1
683,541,819,6,0,1,0,1450,30,890,890,92,30,1,1
684,829,269,8,0,0,0,402,8,8,8,4,30,1,1
685,100,106,4,0,4,0,1209,30,2769,2769,174,21,1,0
686,25,2,2,0,11,13,1448,30,3584,3584,230,30,0,1
687,299,2,1,0,0,0,971,30,177,177,48,0,0,1
688,260,4,1,0,17,4,857,30,2883,2883,1526,8,0,1
689,64,336,10,0,0,0,31,30,27,27,11,7,1,1
690,317,13,1,0,1,0,858,30,1249,1249,16,9,1,1
691,66,103,13,0,0,0,235,21,388,388,152,30,1,1
692,631,122,10,0,0,0,445,30,2958,2958,52,30,1,1
693,0,6,1,0,1,9,336,30,3,3,13,4,1,1
694,0,21,1,0,4,11,404,19,47,47,4,30,1,0
695,0,1,1,0,1,19,140,30,1698,1698,12,30,1,1
696,0,296,39,0,0,19,140,30,1698,1698,12,30,1,1
697,74,11,1,0,2,14,1446,30,3584,3584,229,2,0,0
698,18,5,1,0,0,0,1216,8,26,26,6,10,1,1
699,336,33,4,0,0,0,576,30,432,432,1,30,1,1
700,472,174,11,0,1,3,596,30,86,86,6,10,1,1
701,820,46,4,0,5,77,1288,30,428,428,72,30,0,0
702,10,186,94,0,0,19,140,30,1698,1698,11,30,1,1
703,345,219,5,0,6,15,410,16,123,123,11,30,0,1
704,191,126,6,0,0,13,145,30,1698,1698,10,0,0,1
705,1475,38,3,0,7,0,48,12,15,15,3,7,1,1
706,188,42,9,0,2,0,517,30,369,369,21,30,1,1
707,0,5,1,0,0,0,1549,30,542,542,16,30,1,1
708,3068,43,2,0,6,0,1246,30,238,238,94,0,0,1
709,123,11,1,0,1,11,374,30,102,102,8,30,1,1
710,1907,508340,21,0,140,11,602,23,820,820,14,5,1,1
711,478,2,1,0,7,2,1458,30,3584,3584,228,2,0,0
712,356,1577,32,0,2,1,190,30,224,224,129,30,1,1
713,36,293,26,0,0,0,48,30,807,807,36,30,1,1
714,0,2,1,0,0,58,281,-1,3,3,11,0,0,1
715,0,2,1,0,0,0,541,30,42,42,71,1,1,1
716,116,10,1,0,0,0,509,30,156,156,225,-1,0,1
717,32,153,8,0,0,58,281,-1,3,3,10,0,0,1
718,2,6,1,0,0,0,573,11,72,72,2,29,1,1
719,214,131,9,0,2,2,528,30,900,900,72,7,1,1
720,183,4,1,0,0,17,1239,30,631,631,49,4,0,1
721,0,4,1,0,0,0,541,30,42,42,71,1,1,1
722,90,13,3,0,2,0,1221,30,406,406,45,30,1,1
723,91,212,2,0,0,0,808,10,62,62,38,3,1,1
724,35,25,1,0,0,0,816,30,62,62,36,13,1,1
725,0,35,3,0,5,0,102,30,8,8,35,0,0,1
726,42,36,2,0,0,0,816,30,62,62,35,13,1,1
727,322,524,30,0,10,2,528,30,900,900,71,2,0,1
728,88,1,1,0,0,0,445,5,10,10,26,4,1,1
729,0,42,5,0,0,0,523,13,65,65,15,1,1,1
730,96,28,1,0,1,0,101,30,11,11,56,6,1,0
731,457,39,37,0,0,0,101,30,11,11,56,6,1,0
732,0,7,1,0,0,0,516,30,70,70,102,0,1,1
733,7,31,3,0,0,3,537,30,42,42,70,0,1,1
734,149,16,5,0,0,0,223,30,87,87,22,0,0,1
735,68,4,1,0,4,6,2124,30,3164,3164,247,30,1,1
736,109,10,4,0,0,27,566,25,100,100,37,23,1,1
737,887,2,1,0,13,39,1155,30,1389,1389,446,4,0,0
738,0,12755,28,0,1,0,160,30,202,202,25,30,1,1
739,0,4,1,0,0,0,48,30,809,809,35,30,1,1
740,20,8,1,0,0,0,621,22,110,110,8,15,1,1
741,0,8,3,0,0,0,885,12,29,29,32,30,1,1
742,0,14,1,0,0,0,558,30,143,143,72,30,1,1
743,326,2,1,0,0,74,484,30,143,143,71,30,0,1
744,578,4,1,0,0,20,537,30,143,143,70,30,0,1
745,297,5,3,0,4,0,1353,30,4875,4875,1055,30,1,1
746,200,6,1,0,5,0,238,5,72,72,5,4,1,1
747,71,15,2,0,1,1,827,10,55,55,37,30,1,1
748,154,2,1,0,0,1,585,30,136,136,9,30,1,1
749,64,6,1,0,0,1,585,30,136,136,8,30,1,1
750,133,8,1,0,0,1,585,30,136,136,7,30,1,1
751,15,756,16,0,1,0,361,30,351,351,68,30,1,1
752,0,10,1,0,0,0,15,9,414,414,4,30,1,1
753,82,35,2,0,0,0,17,13,19,19,5,1,1,1
754,0,22,1,0,0,0,519,15,21,21,7,30,1,1
755,29,6,1,0,1,5,887,30,56,56,16,0,0,0
756,133,2,1,0,1,514,345,30,2885,2885,242,30,0,0
757,133,227,22,0,0,0,893,9,13,13,30,30,1,1
758,1160,5,1,0,0,0,904,5,1130,1130,30,15,1,1
759,146,128,1,0,0,1,318,17,3,3,3,30,1,1
760,0,8,1,0,0,2,308,17,47,47,28,0,1,1
761,372,188,9,0,12,0,47,30,810,810,34,30,1,1
762,0,96,3,0,1,0,297,18,19,19,13,0,1,1
763,137,179,6,0,1,0,160,30,202,202,24,30,1,1
764,66,14,3,0,0,0,671,20,50,50,20,30,1,1
765,62,19,4,0,0,0,1080,30,1524,1524,86,30,1,1
766,52,8,1,0,0,0,621,22,110,110,8,30,1,1
767,101,280,11,0,6,6,563,17,69,69,16,13,1,1
768,0,6,1,0,0,0,1361,30,253,253,230,30,1,1
769,180,48,7,0,1,0,775,30,18,18,7,30,0,1
770,0,27,1,0,0,0,624,30,44,44,30,9,1,1
771,11,6,2,0,0,0,17,13,19,19,4,5,1,1
772,0,5,1,0,0,0,115,30,68,68,2,30,1,1
773,606,8564,239,0,11,1,1661,30,8261,8261,2314,30,1,1
774,170,2,1,0,3,0,517,30,370,370,17,30,1,1
775,221,12,1,0,0,0,227,30,147,147,38,1,1,1
776,0,6,2,0,0,0,497,30,171,171,10,30,0,1
777,726,2,2,0,1,0,904,5,1130,1130,30,15,1,0
778,23,30,1,0,2,0,1246,30,238,238,93,30,0,0
779,23,30,1,0,0,0,1246,30,238,238,92,30,0,0
780,25,30,1,0,0,0,1246,30,238,238,91,30,0,0
781,152,4,1,0,0,2,672,30,19,19,13,1,1,1
782,143,4,1,0,1,0,13,30,51,51,1,30,1,1
783,245,1,1,0,1,0,1626,30,1223,1223,31,15,0,1
784,314,135,21,0,0,0,513,30,375,375,16,30,1,1
785,90,7,1,0,0,0,469,8,13,13,19,30,1,1
786,11,66,3,0,0,0,469,8,13,13,17,30,1,1
787,0,266,9,0,2,0,523,29,21,21,2,0,0,1
788,1614,131,2,0,0,0,580,25,16,16,46,26,0,1
789,24,2,1,0,0,0,195,16,33,33,3,3,1,1
790,33,7,2,0,1,0,102,30,8,8,35,3,0,1
791,12,2,1,0,0,0,1769,30,698,698,70,-1,0,1
792,0,66,5,0,1,9,1064,30,19,19,6,16,0,1
793,390,122,7,0,1,0,1091,30,486,486,25,30,0,0
794,0,16,1,0,0,0,345,30,737,737,72,-1,0,1
795,0,2,1,0,0,0,345,30,737,737,71,24,1,1
796,165,219,13,0,0,0,1114,30,526,526,9,30,1,1
797,247,23,2,0,7,0,1825,30,9461,9461,784,30,1,1
798,0,1,1,0,0,0,450,30,32806,32806,19,3,0,1
799,0,4,2,0,0,0,449,30,32806,32806,18,30,0,1
800,55,18,1,0,0,0,2127,27,1142,1142,30,2,0,1
801,25,2314,20,0,31,0,48,30,811,811,33,30,1,1
802,75,184,2,0,1,0,20,3,3,3,6,6,1,0
803,0,7,1,0,4,1,2053,30,20831,20831,243,30,1,0
804,59,25,1,0,6,0,2053,30,20831,20831,243,30,1,0
805,154,10,1,0,3,0,2053,30,20831,20831,241,3,0,0
806,60,48,1,0,36,4,2050,30,20831,20831,241,30,0,0
807,143,17,1,0,1,0,238,17,9,9,13,30,1,0
808,299,4,1,0,5,0,244,30,379,379,56,30,1,0
809,46,12,1,0,0,1,22,7,39,39,55,30,1,1
810,26,61,1,0,0,0,2054,30,20831,20831,240,19,0,0
811,248,19,1,0,0,3,235,17,9,9,12,30,1,1
812,75,184,2,0,1,0,20,3,3,3,6,6,1,1
813,0,191,4,0,14,19,863,30,226,226,97,30,1,1
814,2005,135,1,0,1,0,247,-1,6,6,3,9,0,1
815,1012,4,1,0,1,0,1401,26,154,154,160,30,1,1
816,0,28,6,0,0,0,277,30,5,5,1,12,1,1
817,49,204,10,0,0,5,10,9,415,415,3,30,0,1
818,151,4,2,0,3,0,226,30,4,4,17,0,1,1
819,0,9494,19,0,0,5,10,9,415,415,2,30,0,1
820,0,14,1,0,0,0,2054,30,20831,20831,240,30,1,0
821,0,16,1,0,0,0,2054,30,20831,20831,239,30,1,0
822,466,4,1,0,1,0,1461,30,3585,3585,228,30,1,1
823,0,6,1,0,0,0,2054,30,20831,20831,237,30,0,0
824,0,3,1,0,2,0,2054,30,20831,20831,237,21,0,0
825,455,36,3,0,0,0,1825,30,9461,9461,783,30,1,1
826,307,706,8,0,0,0,444,4,116,116,4,30,1,1
827,0,5,1,0,6,96,257,30,256,256,4,29,0,1
828,26,205,12,0,0,82,926,10,562,562,22,30,1,1
829,0,1,1,0,0,0,115,30,69,69,2,30,0,1
830,504,8,1,0,0,0,1825,30,9461,9461,782,30,1,1
831,350,198,1,0,0,0,44,23,7,7,14,16,1,1
832,0,4,1,0,0,0,370,28,60,60,8,30,0,1
833,322,4,2,0,0,0,2459,30,24478,24478,720,30,1,1
834,310,10,3,0,2,1,1374,30,1850,1850,73,1,1,1
835,16,58,11,0,0,0,882,30,226,226,98,1,0,1
836,5,2,1,0,1,0,48,30,811,811,34,12,0,1
837,0,143,5,0,0,0,602,30,15,15,3,9,1,1
838,1468,29,1,0,13,1,2052,30,20831,20831,236,30,1,0
839,0,3,1,0,0,0,907,30,95,95,59,0,1,1
840,0,2,1,0,0,0,907,30,95,95,58,27,0,1
841,13,2,1,0,0,0,942,30,588,588,78,30,1,1
842,10,2,1,0,0,5,936,30,588,588,76,30,1,1
843,293,1,1,0,0,0,1186,30,516,516,56,30,0,1
844,191,33,1,0,1,0,116,30,6,6,14,30,0,1
845,0,2,1,0,0,0,1187,30,516,516,55,30,1,1
846,216,16,3,0,1,0,659,30,67,67,6,17,1,1
847,68,4,1,0,0,0,876,30,5297,5297,84,3,0,1
848,73,32,2,0,3,13,93,11,3,3,8,30,1,1
849,0,149,6,0,0,0,370,28,60,60,8,30,0,1
850,50,2,1,0,0,0,30,2,5,5,9,30,0,1
851,0,2,1,0,0,0,1790,30,1371,1371,79,30,1,1
852,0,14223,13,0,0,0,1137,30,545,545,231,16,1,1
853,309,2,1,0,1,69,350,30,306,306,47,0,1,1
854,726,2,2,0,1,0,904,5,1130,1130,30,15,1,0
855,0,31,3,0,0,0,444,4,116,116,4,30,1,1
856,141,4,1,0,0,0,674,30,19,19,12,1,1,1
857,89,2,1,0,0,0,674,30,19,19,11,1,1,1
858,145,2,1,0,0,2,672,30,19,19,10,1,1,1
859,299,4,1,0,0,2,672,30,19,19,9,1,1,1
860,67,4,1,0,0,35,1088,10,21,21,5,18,1,1
861,317,35,2,0,1,0,1450,30,890,890,91,30,1,1
862,0,65,4,0,0,0,184,1,55,55,34,22,0,1
863,83,14,2,0,2,0,1668,30,3585,3585,303,30,1,0
864,119,66,9,0,0,0,1366,30,428,428,66,30,1,1
865,66,9,1,0,2,480,642,10,21,21,4,30,0,0
866,48,1,1,0,0,0,55,23,10,10,9,0,1,1
867,0,1,1,0,0,0,55,23,10,10,8,0,1,1
868,21,3,1,0,0,0,500,30,33,33,1,2,0,1
869,330,441,3,0,1,0,548,30,2796,2796,154,30,1,0
870,169,5,1,0,1,0,500,30,33,33,0,11,0,0
871,548,137,3,0,3,22,191,30,56,56,14,3,1,1
872,937,110,16,0,0,0,409,17,35,35,13,30,1,1
873,429,40,1,-1,2,0,1078,30,176,176,628,6,1,1
874,187,9,1,0,2,2,358,30,21,21,240,13,1,1
875,0,48,2,0,0,0,17,13,19,19,4,5,1,1
876,12,2,1,0,0,0,1769,30,698,698,70,-1,0,1
877,322,43,2,0,2,0,517,30,370,370,19,30,1,1
878,580,239,11,0,1,0,517,30,370,370,18,30,1,1
879,187,169,6,0,0,0,1114,30,526,526,9,30,1,1
880,0,16,4,0,0,1,29,2,5,5,8,-1,0,1
881,60,15,1,0,1,1,1227,30,197,197,6,30,1,1
882,47,1059,20,0,10,194,985,30,618,618,226,3,0,0
883,0,2,1,0,1,0,379,30,1522,1522,95,5,1,0
884,0,1,1,0,0,0,370,28,60,60,7,30,0,1
885,0,1650,9,0,0,0,31,30,27,27,11,7,1,1
886,67,44,1,0,0,0,111,30,64,64,12,2,1,1
887,428,25,3,0,8,2,685,30,263,263,22,30,1,1
888,81,73,2,0,1,0,1222,23,60,60,39,30,1,1
889,120,18,3,0,5,0,1060,30,99,99,142,5,1,1
890,151,1,1,0,3,5,972,14,21,21,5,13,1,0
